REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Immigrant_status
2017,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,24.62,False,False,False,True,False,0
2017,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,25.81,False,False,False,True,False,1
2017,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,29.38,False,False,False,True,False,0
2017,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,30.87,False,False,False,True,False,1
2017,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,35.34,False,False,False,True,False,0
2017,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,34.32,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,32.68,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,32.29,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,27.02,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,28.24,False,False,False,True,False,1
2018,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,25.49,False,False,False,True,False,0
2018,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,26.75,False,False,False,True,False,1
2018,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.14,False,False,False,True,False,0
2018,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,32.66,False,False,False,True,False,1
2018,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,36.07,False,False,False,True,False,0
2018,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,35.04,False,False,False,True,False,1
2013,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,26.87,False,False,False,False,True,0
2013,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,27.49,False,False,False,False,True,1
2013,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,20.41,False,False,False,False,True,0
2013,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,22.42,False,False,False,False,True,1
2013,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,19.79,False,False,False,False,True,0
2013,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,22.02,False,False,False,False,True,1
2013,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,22.33,False,False,False,False,True,0
2013,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,23.56,False,False,False,False,True,1
2013,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,29.52,False,False,False,False,True,0
2013,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.88,False,False,False,False,True,1
2014,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,27.76,False,False,False,False,True,0
2014,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,28.39,False,False,False,False,True,1
2014,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,20.93,False,False,False,False,True,0
2014,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,23.13,False,False,False,False,True,1
2014,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,20.37,False,False,False,False,True,0
2014,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,22.76,False,False,False,False,True,1
2014,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,22.69,False,False,False,False,True,0
2014,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,24.22,False,False,False,False,True,1
2014,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,30.58,False,False,False,False,True,0
2014,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,30.87,False,False,False,False,True,1
2015,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,28.33,False,False,False,False,True,0
2015,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.08,False,False,False,False,True,1
2015,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,21.18,False,False,False,False,True,0
2015,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,23.38,False,False,False,False,True,1
2015,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,20.72,False,False,False,False,True,0
2015,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,23.06,False,False,False,False,True,1
2015,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,22.56,False,False,False,False,True,0
2015,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,24.27,False,False,False,False,True,1
2015,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.34,False,False,False,False,True,0
2015,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,31.81,False,False,False,False,True,1
2016,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,28.16,False,False,False,False,True,0
2016,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.06,False,False,False,False,True,1
2016,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,21.29,False,False,False,False,True,0
2016,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,23.7,False,False,False,False,True,1
2016,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,20.67,False,False,False,False,True,0
2016,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,23.17,False,False,False,False,True,1
2016,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,23.08,False,False,False,False,True,0
2016,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,25.19,False,False,False,False,True,1
2016,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.04,False,False,False,False,True,0
2016,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,31.62,False,False,False,False,True,1
2017,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,29.15,False,False,False,False,True,0
2017,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.99,False,False,False,False,True,1
2017,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,21.91,False,False,False,False,True,0
2017,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,24.49,False,False,False,False,True,1
2017,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,21.22,False,False,False,False,True,0
2017,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,23.79,False,False,False,False,True,1
2017,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,23.85,False,False,False,False,True,0
2017,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,26.43,False,False,False,False,True,1
2017,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,32.25,False,False,False,False,True,0
2017,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,32.68,False,False,False,False,True,1
2018,2016A000224,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,29.79,False,False,False,False,True,0
2018,2016A000224,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,30.8,False,False,False,False,True,1
2018,2016A000224,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,22.51,False,False,False,False,True,0
2018,2016A000224,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,25.29,False,False,False,False,True,1
2018,2016A000224,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,21.74,False,False,False,False,True,0
2018,2016A000224,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,24.49,False,False,False,False,True,1
2018,2016A000224,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,24.69,False,False,False,False,True,0
2018,2016A000224,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,27.52,False,False,False,False,True,1
2018,2016A000224,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,32.88,False,False,False,False,True,0
2018,2016A000224,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,33.48,False,False,False,False,True,1
